000	v1_maiden_accurate|below_good|1000	70bd58c83cac7a9b
001	v1_maiden_accurate|below_good|1001	ee7d59993c17c3c4
002	v1_maiden_accurate|below_good|1002	ac3ab367f8b2e8b8
003	v1_maiden_accurate|below_good|1003	f6d80543e5879dfd
004	v1_maiden_accurate|below_good|1004	f8616afde7cee4cb
005	v1_maiden_accurate|below_good|1005	ad0f2fbd5f7571a6
006	v1_maiden_accurate|below_good|1006	24578f24d7fe587e
007	v1_maiden_accurate|below_good|1007	3a84cb70ac655b73
008	v1_maiden_accurate|below_good|1008	6725daf4db3dc535
009	v1_maiden_accurate|below_good|1009	53d44595483b8bbf
010	v1_maiden_accurate|below_good|1010	7c25f2c29b8670a9
011	v1_maiden_accurate|below_good|1011	bfe97c2ae96233f4
012	v1_maiden_accurate|below_good|1012	a201dc4fdb8b8576
013	v1_maiden_accurate|below_good|1013	fe99d2bca9845059
014	v1_maiden_accurate|below_good|1014	fdf19837b57bc37c
015	v1_maiden_accurate|below_good|1015	427b343c42eab4ac
016	v1_maiden_accurate|below_good|1016	22047efa63d0c502
017	v1_maiden_accurate|below_good|1017	265f4d8638e2c4a1
018	v1_maiden_accurate|below_good|1018	513f0dda1eaa6aa0
019	v1_maiden_accurate|below_good|1019	2259dba4b3eaef03
020	v1_maiden_accurate|below_good|1020	6c4a1e701f243c1b
021	v1_maiden_accurate|below_good|1021	090b6849f7ea9f6f
022	v1_maiden_accurate|below_good|1022	9d94876ed2606eaa
023	v1_maiden_accurate|below_good|1023	2ceb231967457866
024	v1_maiden_accurate|below_good|1024	dc7ba5007606d26d
025	v1_maiden_accurate|below_good|1025	0a50a99b738bb067
026	v1_maiden_accurate|below_good|1026	0cab8b627ad1c155
027	v1_maiden_accurate|below_good|1027	cda3e4525b0c7edd
028	v1_maiden_accurate|below_good|1028	153791062be8e63a
029	v1_maiden_accurate|below_good|1029	769342edac77adac
030	v1_maiden_accurate|below_good|1030	e5825302930c36d0
031	v1_maiden_accurate|below_good|1031	341ce51306e5dfb2
032	v1_maiden_accurate|below_good|1032	17353d2df1d660d4
033	v1_maiden_accurate|below_good|1033	8244d1740f870f4b
034	v1_maiden_accurate|below_good|1034	0f2e0a909edca315
035	v1_maiden_accurate|below_good|1035	140235f8edc0ef19
036	v1_maiden_accurate|below_good|1036	de1140d6faf0b27c
037	v1_maiden_accurate|below_good|1037	b93bb8312316047f
038	v1_maiden_accurate|below_good|1038	ea3b12d02830e670
039	v1_maiden_accurate|below_good|1039	8a86b92704d043f1
040	v1_maiden_accurate|below_good|1040	9530af2f0af5011f
041	v1_maiden_accurate|below_good|1041	db93a4fed33bbbeb
042	v1_maiden_accurate|below_good|1042	f25c16f4db2a6471
043	v1_maiden_accurate|below_good|1043	38af1a783eede5f8
044	v1_maiden_accurate|below_good|1044	186bd3f07d7bb82d
045	v1_maiden_accurate|below_good|1045	fd1c35447358256d
046	v1_maiden_accurate|below_good|1046	148b647753877214
047	v1_maiden_accurate|below_good|1047	e9d677d6c994eb58
048	v1_maiden_accurate|below_good|1048	b23963d8eee1dd64
049	v1_maiden_accurate|below_good|1049	0747b97e998ddeba
050	v1_maiden_accurate|below_good|1050	3ee60c416ce08d4d
051	v1_maiden_accurate|below_good|1051	aa0e85fe223ab473
052	v1_maiden_accurate|below_good|1052	6a29dcb13c540daa
053	v1_maiden_accurate|below_good|1053	b808614d6666ce4a
054	v1_maiden_accurate|below_good|1054	023ec408828bbfb3
055	v1_maiden_accurate|below_good|1055	45f6d80bb0ea9af0
056	v1_maiden_accurate|below_good|1056	ee1a3bc31cac0fbc
057	v1_maiden_accurate|below_good|1057	300d9c3a9a53d78e
058	v1_maiden_accurate|below_good|1058	b70af9784fc268e0
059	v1_maiden_accurate|below_good|1059	a791aac7237a489e
060	v1_maiden_accurate|below_good|1060	2897eed977d9e52b
061	v1_maiden_accurate|below_good|1061	7808baeb989d9a5e
062	v1_maiden_accurate|below_good|1062	faed68fb06044928
063	v1_maiden_accurate|below_good|1063	9fe97bc218dfd64f
064	v1_maiden_accurate|below_good|1064	cbd40e6e35104938
065	v1_maiden_accurate|below_good|1065	f4ce0757205dadc9
066	v1_maiden_accurate|below_good|1066	3956a7c91063423f
067	v1_maiden_accurate|below_good|1067	4c2a7cabb37009c1
068	v1_maiden_accurate|below_good|1068	fdbe6c618714a2c0
069	v1_maiden_accurate|below_good|1069	837e8877842aff11
070	v1_maiden_accurate|below_good|1070	a4ec166fb7bd7e00
071	v1_maiden_accurate|below_good|1071	18a179357a1c8a18
072	v1_maiden_accurate|below_good|1072	8126b587a34c1704
